clock_cycle,channel,rank,bankgroup,bank,row,column,row_hit_rate,consec_hits,dist_from_last_hit,diff_accesses,label
1102276,0,0,0,1,3104,74,0.2424,1,393,0.32,closed
1102690,0,0,0,3,3920,0,0.2529,0,-1,0.3386,open
1102696,0,0,0,2,6292,63,0.1242,0,-1,0.1418,closed
1102778,0,0,0,3,3920,1,0.2573,1,88,0.3465,closed
1103008,0,1,2,0,4346,91,0.1608,0,-1,0.1917,closed
1103009,0,0,0,1,5107,91,0.2412,0,-1,0.3179,closed
1103088,0,0,1,3,6075,30,0.2577,0,-1,0.3471,closed
1103094,0,0,2,3,4139,14,0.0873,0,-1,0.0957,closed
1103923,0,1,2,3,1619,64,0.1053,0,-1,0.1176,closed
1103929,0,0,0,2,7822,100,0.1235,0,-1,0.1408,closed
1104557,0,0,3,1,1935,13,0.1518,0,-1,0.1789,closed
1104564,0,1,3,2,5790,9,0.0526,0,-1,0.0556,closed
1105401,0,0,0,2,4779,95,0.1227,0,-1,0.1399,closed
1105418,0,1,3,0,5372,122,0.1448,0,-1,0.1694,closed
1105649,0,0,0,1,2640,98,0.24,0,-1,0.3158,closed
1105963,0,0,3,2,6466,92,0.1165,0,-1,0.1319,closed
1105970,0,0,1,2,6219,117,0.2456,0,-1,0.3256,closed
1106561,0,1,3,1,8121,80,0.0465,0,-1,0.0488,closed
1106567,0,1,0,0,7128,96,0.084,0,-1,0.0917,closed
1107006,0,0,1,3,7286,97,0.2561,0,-1,0.3443,closed
1107013,0,1,1,1,7397,121,0.1504,0,-1,0.177,closed
1107441,0,1,1,1,1813,92,0.1493,0,-1,0.1754,closed
1107447,0,1,0,1,3751,69,0.0709,0,-1,0.0763,closed
1109307,0,0,2,1,7888,38,0.1,0,-1,0.1111,closed
1109311,0,0,3,3,1013,102,0.1879,0,-1,0.2314,closed
1109374,0,0,0,3,5241,90,0.2558,0,-1,0.3438,closed
1109381,0,1,2,1,1722,87,0.1862,0,-1,0.2288,closed
1110072,0,1,0,0,1643,6,0.0833,0,-1,0.0909,closed
1110078,0,0,2,2,2314,28,0.1224,0,-1,0.1395,closed
1110775,0,0,0,1,6100,108,0.2388,0,-1,0.3137,closed
1110782,0,1,2,0,3328,69,0.1597,0,-1,0.1901,closed
1111498,0,0,1,1,4736,11,0.2912,0,-1,0.4109,closed
1111504,0,0,3,1,821,104,0.1504,0,-1,0.1771,closed
1112117,0,0,2,3,2694,38,0.0866,0,-1,0.0948,closed
1112124,0,0,1,2,6712,45,0.2442,0,-1,0.3231,closed
1112579,0,0,1,1,7811,4,0.2896,0,-1,0.4077,open
1112617,0,0,1,1,7811,36,0.2935,1,38,0.4154,closed
1112725,0,1,1,3,2152,64,0.1731,0,-1,0.2093,closed
1112731,0,0,1,1,4765,64,0.2919,0,-1,0.4122,closed
1113244,0,1,2,1,6193,70,0.1849,0,-1,0.2269,closed
1113250,0,1,0,3,169,76,0.169,0,-1,0.2034,open
1113596,0,1,0,3,169,77,0.1748,1,346,0.2119,closed
1113882,0,0,3,1,6100,5,0.1491,0,-1,0.1753,closed
1113888,0,1,3,3,5019,28,0.15,0,-1,0.1765,closed
1115362,0,0,3,0,5932,30,0.1287,0,-1,0.1477,closed
1115366,0,0,0,1,1876,30,0.2376,0,-1,0.3117,closed
1115424,0,0,0,3,4981,21,0.2543,0,-1,0.3411,closed
1115430,0,0,2,1,6089,20,0.0991,0,-1,0.11,closed
1116240,0,1,1,0,3003,78,0.1504,0,-1,0.177,closed
1116363,0,1,2,1,6099,81,0.1837,0,-1,0.225,closed
1116369,0,0,3,0,2197,65,0.1275,0,-1,0.1461,closed
1117068,0,1,1,0,5193,43,0.1493,0,-1,0.1754,closed
1117075,0,0,1,3,3405,116,0.2545,0,-1,0.3415,closed
1117864,0,0,3,0,6162,9,0.1262,0,-1,0.1444,closed
1117871,0,1,2,2,390,94,0.3037,0,-1,0.4361,closed
1118340,0,0,1,3,7236,33,0.253,0,-1,0.3387,closed
1118346,0,1,2,3,7833,17,0.1043,0,-1,0.1165,closed
1118833,0,1,2,0,7803,47,0.1586,0,-1,0.1885,closed
1118839,0,1,0,1,7906,11,0.0703,0,-1,0.0756,closed
1119286,0,0,3,3,6745,93,0.1867,0,-1,0.2295,closed
1119292,0,0,2,2,433,54,0.1212,0,-1,0.1379,closed
1120219,0,0,2,2,4775,88,0.12,0,-1,0.1364,closed
1120226,0,0,0,2,1016,54,0.122,0,-1,0.1389,closed
1120979,0,1,2,1,5785,0,0.1824,0,-1,0.2231,closed
1120985,0,1,3,2,5658,8,0.0521,0,-1,0.0549,closed
1121710,0,1,0,3,3096,40,0.1736,0,-1,0.2101,closed
1121717,0,1,0,1,6707,46,0.0698,0,-1,0.075,closed
1122412,0,1,2,2,218,52,0.3021,0,-1,0.4328,closed
1122419,0,0,1,3,6968,11,0.2515,0,-1,0.336,closed
1123026,0,1,2,0,1084,120,0.1575,0,-1,0.187,closed
1123032,0,1,2,2,3944,10,0.3005,0,-1,0.4296,closed
1123528,0,1,2,1,5611,40,0.1812,0,-1,0.2213,closed
1123534,0,1,2,3,5003,22,0.1034,0,-1,0.1154,closed
1124129,0,0,0,3,2982,112,0.2529,0,-1,0.3385,open
1124146,0,1,2,3,3951,11,0.1026,0,-1,0.1143,closed
1124472,0,0,0,3,2982,113,0.2571,1,343,0.3462,closed
1124791,0,1,1,0,6904,87,0.1481,0,-1,0.1739,closed
1124797,0,0,2,1,4693,5,0.0982,0,-1,0.1089,closed
1125290,0,1,2,1,5994,46,0.18,0,-1,0.2195,closed
1125297,0,0,0,0,6287,58,0.2313,0,-1,0.3008,open
1125570,0,0,0,0,6287,59,0.236,1,273,0.3089,closed
1125673,0,0,0,0,4407,65,0.2346,0,-1,0.3065,closed
1125679,0,1,0,1,7232,96,0.0692,0,-1,0.0744,closed
1126102,0,0,2,2,1241,114,0.1188,0,-1,0.1348,closed
1126109,0,1,3,0,6160,37,0.1438,0,-1,0.168,open
1126456,0,1,3,0,6160,38,0.1497,1,347,0.176,closed
1126812,0,1,0,3,1947,24,0.1724,0,-1,0.2083,closed
1126819,0,0,0,3,3779,54,0.2557,0,-1,0.3435,closed
1127278,0,1,2,2,3622,93,0.299,0,-1,0.4265,closed
1127285,0,0,1,3,1606,118,0.25,0,-1,0.3333,closed
